Cod_Estable,Cod_Evaluacion,Cantidad_Estud,Num_Boleta,Indicadores,Cod_Indicadores,Barcode,Corr_Año,Region,Cod_Region,Departamento,Cod_Depa,Municipio,Cod_Muni,Direc_Estable,Tel_Estable,Nivel,Cod_Nivel,Rama_Abstracta,Cod_Rama_Abstracta,Fecha_Nacimiento,Edad,Edad_Reco,Sexo_Reco,Area,Cod_Area,Jornada,Cod_Jornada,Ciclo,Cod_Ciclo,Cod_Distrito,Año_Cierre,Etnia_Reco,Identificacion_Etnica_RECO,IE_Idioma_Materno_RECO,Ed_Asistio_Preprimaria,Ed_Repitio_Algun_Grado_Primaria,Ed_Que_Grados_Repitio,Gr_Primero,Gr_Segundo,Gr_Tercero,Gr_Cuarto,Gr_Quinto,Gr_Sexto,Ed_Trabaja_Actualmente,Ed_Jornada_Trabaja_RECO,Fm_Asistio_Escuela_Papa,Fm_Grado_Alcanzo_Papa_RECO,Fm_Asistio_Escuela_Mama,Fm_Grado_Alcanzo_Mama_RECO,CC_Material_Predomina_En_Piso_Casa,Pp_Tierra,Pp_Madera_Rustica,Pp_Torta_Cemento,Pp_Piso_Granito,Pp_Piso_Ceramico,Pp_Madera_Fina,CC_Material_Predomina_En_Paredes_Casa,Pa_Madera_Rustica,Pa_Madera_Fina,Pa_Adobe,Pa_Lamina,Pa_Block,Pa_Ladrillo,CC_Material_Predomina_En_Techo_Casa,Pt_Material_Perecedero,Pt_Lamina,Pt_Teja,Pt_Duralita,Pt_Terraza_Fundida,CC_Como_Obtiene_El_Agua_Para_Lavar,Al_Fuente_Natural,Al_Chorro_Publico,Al_Tuberia,Al_Comprada,CC_Agua_Utiliza_Para_Beber,Ab_Natural,Ab_Chorro,Ab_Comprada_Cisterna,Ab_Comprada_Embotellada,CC_Electricidad,CC_Ambiente_Cocina_Separada,CC_Combustible_Utiliza_Cocina,CU_Leña,CU_Gas,CU_Electricidad,CC_Cuenta_Linea_Telefonica,CC_Tiene_Familia_Celular,CC_Servicio_Tv_Cable,CC_Servicio_Internet,CC_Electrodomesticos,Televisor,Refrigerador,Equipo_Sonido,VHS_DVD,Lavadora_Ropa,Secadora_Ropa,Horno_Microondas,Computadoras,Consola_Videojuegos,Otros_Electrodomesticos,CC_Tipo_Sanitarios,Cc_No_Hay,Cc_Letrina,Cc_Inodoro,CC_Familia_Automovil,CC_Como_Se_Moviliza_Usualmente,Cc_A_Pie,Cc_Bicicleta,Cc_Motocicleta,Cc_Publico,Cc_Bus_Escolar,Cc_Automovil,CC_Tiempo_Casa_Al_Establecimiento,Cc_0_15,Cc_16_30,Cc_31_45,Cc_46_60,Cc_61_75,Cc_76_90,Cc_91_105,Cc_M_105,Cc_Casa_Donde_Vive_Familia,Cc_Cuantos_Niveles_Construccion_Casa,Cc_Cuantos_Niveles_1,Cc_Cuantos_Niveles_2,Cc_Cuantos_Niveles_3,Cc_Cuantos_Niveles_4,Cc_Cuantos_Niveles_5,Cc_Cuantos_Niveles_Mas5,Cc_Cuantos_Dormitorios_Hay_En_Casa,Cc_Cuantos_Dormitorios_1,Cc_Cuantos_Dormitorios_2,Cc_Cuantos_Dormitorios_3,Cc_Cuantos_Dormitorios_4,Cc_Cuantos_Dormitorios_5,Cc_Cuantos_Dormitorios_Mas5,Cc_Cuantas_Personas_Viven_En_Casa,Cc_Cuantas_Personas_1,Cc_Cuantas_Personas_3,Cc_Cuantas_Personas_5,Cc_Cuantas_Personas_7,Cc_Cuantas_Personas_9,Cc_Cuantas_Personas_Mas10,Cc_Recibe_Remesas,Tec_Poseen_Comp_Estable_Uso_Alumnos,Tec_Utiliza_Computadora_Realizar_Tareas_Estable,Tec_Periodos_Semana_Utiliza_Computadora,Tec_Periodos_Semana_Utiliza_Computadora_RECO,Tec_Horas_Diarias_Uso_Compu_Estab,Tec_Horas_Diarias_Uso_Compu_Estab_RECO,Tec_Horas_Diarias_Uso_Compu_Casa,Tec_Horas_Diarias_Uso_Compu_Casa_RECO,Tec_Utiliza_Internet_Para_Investigaciones,Tec_Recibido_Curso_Computacion,Mate_Periodos_Matematicas_Semana,Mate_Periodos_Matematicas_Semana_RECO,Mate_Minutos_Dura_Periodo_Matematicas,Mate_Minutos_Dura_Periodo_Matematicas_RECO,Lect_Dias_Semana_Lee_Periodicos,Lect_Dias_Semana_Lee_Periodicos_RECO,Lect_Periodico_Prefiere_Leer,Lc_Prensa_Libre,Lc_Siglo_XXI,Lc_El_Periodico,Lc_Nuestro_Diario,Lc_Diario_Centroamerica,Lc_Al_Dia,Lc_La_Hora,Lc_Publinews,Lc_Otro,Lect_Libros_Completos_Ha_Leido,Lect_Libros_Completos_Ha_Leido_RECO,Lect_Periodos_Lectura_Semana,Lect_Periodos_Lectura_Semana_RECO,Lect_Minutos_Dura_Periodo_Lectura,Lect_Minutos_Dura_Periodo_Lectura_RECO,Measure_Mate,Measure_Lect,Desempeño_Mate,Desempeño_Lect,Logro_Mate,Logro_Lect
05-02-2557-46,7531436015,68,212313,Sí,1,7531436015,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,09/06/2002,16,1,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,1,1,1,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Terraza_Fundida,0,0,0,0,1,Fuente_Natural,1,0,0,0,Embotellada,0,0,0,1,1,1,Leña Gas,1,1,0,0,1,1,1,Tv Refri Sonido Vhs_Dvd Lavadora Compu Consola,1,1,1,1,1,0,0,1,1,0,Inodoro,0,0,1,1,Auto,0,0,0,0,0,1,0_15,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,3,0,0,1,0,0,0,4,0,0,0,1,0,0,0,1,1,3,3,3,3,Mas4,5,1,1,5,5,40_49,4,0,0,Prensa,1,0,0,0,0,0,0,0,0,3,2,5,5,40_49,4,4.051,2.617,4,4,1,1
05-02-2557-46,7621741564,68,212317,Sí,1,7621741564,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,10/02/2003,16,1,0,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,3,1,3,Piso_Granito,0,0,0,1,0,0,Block,0,0,0,0,1,0,Terraza_Fundida,0,0,0,0,1,Tuberia,0,0,1,0,Embotellada,0,0,0,1,1,1,Gas Electricidad,0,1,1,1,1,1,1,Tv Refri Sonido Lavadora Micro Compu,1,1,1,0,1,0,1,1,0,0,Inodoro,0,0,1,1,Publico,0,0,0,1,0,0,16_30,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,1,0,0,0,3,0,0,1,0,0,0,1,1,1,2,2,3,3,3,3,1,1,5,5,40_49,4,5,5,Prensa,1,0,0,0,0,0,0,0,0,2,1,1,1,0_19,1,-0.215,1.799,1,4,0,1
05-02-2557-46,7748054109,68,212312,Sí,1,7748054109,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,03/02/2001,18,3,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,1,1,1,Torta_Cemento,0,0,1,0,0,0,Block,0,0,0,0,1,0,Lamina,0,1,0,0,0,Fuente_Natural,1,0,0,0,Natural,1,0,0,0,1,1,Leña,1,0,0,0,1,0,0,Otros,0,0,0,0,0,0,0,0,0,1,Inodoro,0,0,1,0,Publico,0,0,0,1,0,0,0_15,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,3,3,2,2,,9,1,1,6,6,40_49,4,4,4,Prensa,1,0,0,0,0,0,0,0,0,1,1,6,6,40_49,4,1.069,1.145,3,4,1,1
05-02-2557-46,8423454618,68,212308,Sí,1,8423454618,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,31/07/2002,16,1,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,3,1,1,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Lamina,0,1,0,0,0,Fuente_Natural,1,0,0,0,Natural,1,0,0,0,1,1,Gas Electricidad,0,1,1,1,1,1,1,Tv Refri Sonido Lavadora Micro Compu,1,1,1,0,1,0,1,1,0,0,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,46_60,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,3,3,Mas4,5,Mas4,5,1,1,5,5,30_39,3,2,2,Nuestrodiario,0,0,0,1,0,0,0,0,0,5,3,1,1,40_49,4,0.683,1.185,2,4,0,1
05-02-2557-46,8564408916,68,212283,Sí,1,8564408916,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,25/11/2001,17,2,0,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,3,1,4,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Terraza_Fundida,0,0,0,0,1,Tuberia,0,0,1,0,Embotellada,0,0,0,1,1,1,Gas Electricidad,0,1,1,1,1,1,1,Tv Refri Sonido Vhs_Dvd Lavadora Micro Compu Consola Otros,1,1,1,1,1,0,1,1,1,1,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,46_60,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,1,Mas6,7,2,2,4,4,1,0,5,5,40_49,4,0,0,Prensa,1,0,0,0,0,0,0,0,0,5,3,5,5,40_49,4,2.274,2.364,4,4,1,1
05-02-2557-46,8610830424,68,212270,Sí,1,8610830424,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,18/06/2002,16,1,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,5,1,4,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Lamina,0,1,0,0,0,Tuberia,0,0,1,0,Natural,1,0,0,0,1,1,Gas,0,1,0,1,1,1,1,Tv Refri Sonido Vhs_Dvd Lavadora Micro Compu Consola Otros,1,1,1,1,1,0,1,1,1,1,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,31_45,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,1,Mas6,7,Mas4,5,Mas4,5,1,1,6,6,40_49,4,2,2,Prensa,1,0,0,0,0,0,0,0,0,4,2,6,6,40_49,4,-0.098,0.444,1,2,0,0
05-02-2557-46,8715503013,68,212304,Sí,1,8715503013,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,30/01/2001,18,3,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,3,1,3,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Terraza_Fundida,0,0,0,0,1,Chorro_Publico,0,1,0,0,Embotellada,0,0,0,1,1,1,Leña Gas,1,1,0,1,1,1,1,Tv Refri Compu Otros,1,1,0,0,0,0,0,1,0,1,Inodoro,0,0,1,0,Publico,0,0,0,1,0,0,31_45,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,1,0,0,0,0,1,1,4,4,1,1,1,1,1,1,5,5,40_49,4,4,4,Nuestrodiario,0,0,0,1,0,0,0,0,0,3,2,1,1,40_49,4,0.261,0.97,2,4,0,1
05-02-2557-46,8741632461,68,212310,Sí,1,8741632461,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,31/10/2000,18,3,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,0,0,,0,0,0,0,0,0,,0,1,5,1,5,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Lamina,0,1,0,0,0,Fuente_Natural,1,0,0,0,Cisterna,0,0,1,0,1,1,Gas,0,1,0,1,1,1,1,Tv Refri Lavadora Micro Compu Consola,1,1,0,0,1,0,1,1,1,0,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,46_60,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,4,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,1,4,4,2,2,4,4,1,1,5,5,30_39,3,3,3,Nuestrodiario,0,0,0,1,0,0,0,0,0,2,1,5,5,30_39,3,0.474,-0.588,2,1,0,0
05-02-2557-46,8842030451,68,212295,Sí,1,8842030451,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,26/02/2003,16,1,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,4,1,5,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Terraza_Fundida,0,0,0,0,1,Chorro_Publico,0,1,0,0,Embotellada,0,0,0,1,1,1,Gas,0,1,0,1,1,1,1,Tv Refri Sonido Micro Compu,1,1,1,0,0,0,1,1,0,0,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,16_30,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,1,Mas6,7,Mas4,5,Mas4,5,1,1,6,6,40_49,4,3,3,Nuestrodiario,0,0,0,1,0,0,0,0,0,5,3,3,3,40_49,4,0.655,0.352,2,2,0,0
05-02-2557-46,9209912984,68,212314,Sí,1,9209912984,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,21/11/2001,17,2,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,4,1,3,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Terraza_Fundida,0,0,0,0,1,Tuberia,0,0,1,0,Cisterna,0,0,1,0,1,1,Gas,0,1,0,0,1,1,1,Tv Refri Sonido Vhs_Dvd Lavadora Micro Compu,1,1,1,1,1,0,1,1,0,0,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,31_45,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,4,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,1,4,4,1,1,2,2,1,1,5,5,40_49,4,0,0,,0,0,0,0,0,0,0,0,0,3,2,5,5,40_49,4,0.655,0.728,2,3,0,1
05-02-2557-46,9235399717,68,212319,Sí,1,9235399717,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,14/02/2001,18,3,0,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,3,1,3,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Terraza_Fundida,0,0,0,0,1,Tuberia,0,0,1,0,Chorro,0,1,0,0,1,1,Gas,0,1,0,1,1,1,1,Tv Refri Sonido Vhs_Dvd Lavadora Micro Compu Otros,1,1,1,1,1,0,1,1,0,1,Inodoro,0,0,1,0,Bus,0,0,0,0,1,0,0_15,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0,1,0,0,0,4,0,0,0,1,0,0,0,1,1,3,3,1,1,3,3,1,1,6,6,40_49,4,3,3,Prensa,1,0,0,0,0,0,0,0,0,2,1,5,5,40_49,4,1.281,1.381,3,4,1,1
05-02-2557-46,9283846287,68,212299,Sí,1,9283846287,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,10/03/2003,16,1,0,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,4,1,4,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Terraza_Fundida,0,0,0,0,1,Tuberia,0,0,1,0,Embotellada,0,0,0,1,1,1,Gas,0,1,0,1,1,1,1,Tv Refri Lavadora Compu,1,1,0,0,1,0,0,1,0,0,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,31_45,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,4,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,1,5,5,Mas4,5,,9,1,0,5,5,40_49,4,1,1,Prensa,1,0,0,0,0,0,0,0,0,3,2,5,5,40_49,4,0.758,1.51,2,4,0,1
05-02-2557-46,9409674570,68,212302,Sí,1,9409674570,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,31/05/2002,16,1,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,5,1,4,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Duralita,0,0,0,1,0,Tuberia,0,0,1,0,Embotellada,0,0,0,1,1,1,Gas Electricidad,0,1,1,1,1,1,1,Tv Refri Vhs_Dvd Lavadora Secadora Compu Consola Otros,1,1,0,1,1,1,0,1,1,1,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,16_30,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,1,4,4,2,2,3,3,1,1,5,5,30_39,3,1,1,Prensa,1,0,0,0,0,0,0,0,0,4,2,5,5,30_39,3,0.579,1.549,2,4,0,1
05-02-2557-46,9671561997,68,212311,Sí,1,9671561997,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,24/10/2001,17,2,0,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,4,1,3,Torta_Cemento,0,0,1,0,0,0,Block,0,0,0,0,1,0,Lamina,0,1,0,0,0,Fuente_Natural,1,0,0,0,Embotellada,0,0,0,1,1,0,Gas,0,1,0,0,1,1,1,Tv Refri Sonido Lavadora Micro Compu Otros,1,1,1,0,1,0,1,1,0,1,Inodoro,0,0,1,1,Bus,0,0,0,0,1,0,0_15,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,4,4,4,4,Mas4,5,1,1,5,5,40_49,4,1,1,Prensa,1,0,0,0,0,0,0,0,0,5,3,5,5,40_49,4,-0.558,1.185,1,4,0,1
05-02-2557-46,9802507708,68,212305,Sí,1,9802507708,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,06/04/2002,16,1,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,4,1,3,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Lamina,0,1,0,0,0,Fuente_Natural,1,0,0,0,Embotellada,0,0,0,1,1,1,Gas,0,1,0,1,1,1,1,Tv Refri Sonido Vhs_Dvd Lavadora Compu,1,1,1,1,1,0,0,1,0,0,Inodoro,0,0,1,0,Bus,0,0,0,0,1,0,16_30,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Mas5,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,3,3,1,1,4,4,1,0,5,5,40_49,4,0,0,Nuestrodiario,0,0,0,1,0,0,0,0,0,3,2,5,5,40_49,4,0.893,2.003,2,4,0,1
05-02-2557-46,9870501290,68,212307,Sí,1,9870501290,19,Región 5 o Central,5,Escuintla,05,Santa Lucía Cotzumalguapa,0502,Km. 92.5 Finca Camantulul Carretera A Mazatenango,79552800,Diversificado,46,Bachillerato,001,24/01/2002,17,2,1,Rural,12,Doble,33,Anual,1,05-007,2019,2,2,1,1,0,,0,0,0,0,0,0,0,0,1,2,1,4,Piso_Ceramico,0,0,0,0,1,0,Block,0,0,0,0,1,0,Lamina,0,1,0,0,0,Chorro_Publico,0,1,0,0,Embotellada,0,0,0,1,1,1,Gas,0,1,0,0,1,1,1,Tv Refri Sonido Vhs_Dvd Lavadora Micro Compu Consola Otros,1,1,1,1,1,0,1,1,1,1,Inodoro,0,0,1,1,Moto,0,0,1,0,0,0,0_15,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,0,0,0,1,0,0,2,0,1,0,0,0,0,1,1,1,3,3,3,3,2,2,1,1,Mas6,7,40_49,4,2,2,Nuestrodiario,0,0,0,1,0,0,0,0,0,0,0,Ninguno,0,0_19,1,-0.07,0.043,1,2,0,0
